"Activity1","Activity2","Activity3","Duration","Next_Activity","V6","V7"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",0,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",1,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",1,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",20123,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",419224,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-36136,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",219820,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",48967,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-13434,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-572177,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34496,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",30883,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",26803,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",562607,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",465296,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",481322,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",481364,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",485680,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",403798,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-15900,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-29574,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-44640,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",11520,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",44144,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-38880,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4320,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",13020,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","CODE OK",43260,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-36000,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",37500,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",-47520,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",18720,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",27360,"BILLED"
"REOPEN","FIN","RELEASE","CODE OK","BILLED",-40320,"CODE OK"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",265871,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",17034,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",23057,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-2707,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30305,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-540,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",135243,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",87964,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",53831,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-114111,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-142980,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-328633,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46827,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",25998,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-27358,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",43496,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",43495,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",124376,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",104618,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",107551,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",273866,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-124697,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-106346,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-5755,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",148483,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",153507,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-87939,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",163892,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-109831,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",193621,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-42642,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-185315,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-341953,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",526954,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",525220,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-433825,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",174730,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-5758,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-137236,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",-7334,"FIN"
"BILLED","STORNO","REJECT","REOPEN","FIN",-13107,"RELEASE"
"STORNO","REJECT","REOPEN","FIN","RELEASE",-42561,"CODE OK"
"REJECT","REOPEN","FIN","RELEASE","CODE OK",174721,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-332857,"BILLED"
"NEW","NEW","NEW","NEW","NEW",-173150,"NEW"
"NEW","NEW","NEW","NEW","NEW",262528,"NEW"
"NEW","NEW","NEW","NEW","NEW",262599,"NEW"
"NEW","NEW","NEW","NEW","NEW",-291561,"NEW"
"NEW","NEW","NEW","NEW","NEW",252704,"NEW"
"NEW","NEW","NEW","NEW","NEW",34304,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4811,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-41580,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-27163,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-68940,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-162151,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-29915,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",216035,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-349287,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-359318,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-36109,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-28733,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-10114,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",11324,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",205598,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",5433,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-31587,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",23937,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-546074,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",34557,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",47697,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",43261,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-122342,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",6787,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",173193,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-53034,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-126541,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",149932,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-12768,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",174240,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-26817,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-149367,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",127922,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",105694,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",30240,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-11390,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-194303,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-5754,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",41820,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-27558,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",46081,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",485440,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-1201585,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-157041,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-174,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-53414,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",134880,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",143243,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",177110,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-7199,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-145517,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-145535,"BILLED"
"CODE OK","BILLED","STORNO","REJECT","BILLED",-148045,"STORNO"
"BILLED","STORNO","REJECT","BILLED","STORNO",-137710,"REJECT"
"STORNO","REJECT","BILLED","STORNO","REJECT",-1437,"REOPEN"
"REJECT","BILLED","STORNO","REJECT","REOPEN",-325530,"FIN"
"BILLED","STORNO","REJECT","REOPEN","FIN",-325572,"RELEASE"
"STORNO","REJECT","REOPEN","FIN","RELEASE",-332685,"CODE OK"
"REJECT","REOPEN","FIN","RELEASE","CODE OK",-232601,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",146086,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-48228,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-48242,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-88592,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",84950,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",166391,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-99219,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-53884,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2918,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-291548,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",18707,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8640,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8628,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",533303,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",532204,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",31680,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-437819,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-427936,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",-432083,"DELETE"
"NEW","FIN","RELEASE","CODE OK","REOPEN",-201796,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",84957,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",172119,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-1844,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-33379,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",50058,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",42764,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-38735,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",210,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",293340,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",447132,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",37524,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-242017,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-5722,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4478,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",-527380,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-12776,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",30261,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",238489,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",398164,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-269392,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-237490,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",372627,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",391613,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8640,"BILLED"
"NEW","FIN","RELEASE","CODE NOK","REOPEN",3976,"FIN"
"FIN","RELEASE","CODE NOK","REOPEN","FIN",53340,"RELEASE"
"RELEASE","CODE NOK","REOPEN","FIN","RELEASE",53340,"CODE NOK"
"CODE NOK","REOPEN","FIN","RELEASE","CODE NOK",53340,"CODE NOK"
"REOPEN","FIN","RELEASE","CODE NOK","CODE NOK",55222,"SET STATUS"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4320,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",13020,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",12960,"RELEASE"
"RELEASE","CODE OK","RELEASE","CODE OK","RELEASE",12960,"CODE OK"
"CODE OK","RELEASE","CODE OK","RELEASE","CODE OK",12946,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46140,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",421908,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",532678,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",41820,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","FIN",433422,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","FIN","RELEASE",421780,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",426506,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-38933,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",170641,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-82541,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-118957,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-91146,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-147482,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-101348,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-71038,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",8023,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-95328,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",47226,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-241055,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-201146,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-219098,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-153786,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-160812,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-160631,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",93379,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-49019,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-25017,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",84441,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",238867,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",223249,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",90277,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",89691,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",85690,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-137207,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-151820,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",38284,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",37882,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",36302,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",35980,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",43650,"BILLED"
"NEW","CHANGE DIAGN","FIN","FIN","RELEASE",4462,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",1426,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-73492,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-112926,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-107993,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-118017,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-162565,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",19974,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-2903,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",373313,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-34560,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",159788,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",43040,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-40380,"REOPEN"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","REOPEN",-40374,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",38881,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",38880,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",38880,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",38940,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",70728,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-166001,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-31953,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-3263,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-5888,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-32943,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",170430,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",247802,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",170400,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-126338,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",55387,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",15782,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-166682,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",120177,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",44531,"REOPEN"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","REOPEN",-681514,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",-675458,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",170387,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",-4266,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-1136,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-736,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-122654,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",68764,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-28777,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",370209,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",169258,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-44248,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-115776,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-39365,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-47497,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-127936,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",170307,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",1689,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-74772,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-91370,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-27264,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",374450,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",374927,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-354466,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-348749,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",3133,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",85856,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",82877,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-202651,"MANUAL"
"RELEASE","CODE OK","RELEASE","CODE OK","MANUAL",-126089,"RELEASE"
"CODE OK","RELEASE","CODE OK","MANUAL","RELEASE",-94663,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",-101633,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",-95787,"FIN"
"MANUAL","RELEASE","CODE OK","REOPEN","FIN",188257,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",111692,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",80266,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",426435,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-140418,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-6225,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",388538,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",388831,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",90148,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-121951,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-16048,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-65072,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-60456,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",139760,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",101225,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-31532,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-269322,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-216117,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8640,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",7200,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",37500,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",3466,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",7260,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",25920,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",38940,"RELEASE"
