"Activity1","Activity2","Activity3","Duration","Next_Activity","V6"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",71374,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-150049,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",11567,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",301355,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-14372,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",187254,"REOPEN"
"BILLED","STORNO","REJECT","REOPEN",187588,"FIN"
"STORNO","REJECT","REOPEN","FIN",-259416,"RELEASE"
"REJECT","REOPEN","FIN","RELEASE",253163,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-192960,"BILLED"
"NEW","FIN","RELEASE","CODE OK",349693,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",349208,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",344573,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-755453,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-784832,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",62816,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",29563,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137006,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",154142,"BILLED"
"NEW","FIN","RELEASE","CODE OK",136070,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",153243,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-180089,"BILLED"
"NEW","FIN","RELEASE","CODE OK",166438,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-50470,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-122193,"BILLED"
"NEW","FIN","RELEASE","CODE OK",374465,"BILLED"
"NEW","FIN","RELEASE","CODE OK",1854,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",4659,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-532503,"BILLED"
"NEW","FIN","RELEASE","CODE OK",225119,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",153898,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-113730,"BILLED"
"NEW","FIN","RELEASE","CODE OK",524326,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-45513,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",18217,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-30390,"BILLED"
"NEW","FIN","RELEASE","CODE OK",430240,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",20780,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",531925,"BILLED"
"NEW","FIN","RELEASE","CODE OK",6595,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-26720,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",486738,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",490777,"BILLED"
"NEW","FIN","RELEASE","CODE OK",33519,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",538035,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-518327,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-502473,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-512318,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",544195,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-488474,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",153047,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-94191,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",153090,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-63947,"BILLED"
"NEW","FIN","RELEASE","CODE OK",153112,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",76565,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",82295,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-114852,"BILLED"
"NEW","FIN","RELEASE","CODE OK",100404,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-35710,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",130635,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",149192,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-128817,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",309015,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-65757,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-136974,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-53196,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",482948,"MANUAL"
"FIN","RELEASE","CODE OK","MANUAL",-30069,"RELEASE"
"RELEASE","CODE OK","MANUAL","RELEASE",544228,"CODE OK"
"CODE OK","MANUAL","RELEASE","CODE OK",-470876,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-537678,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-527035,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-12043,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-521823,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-557526,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",495735,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",542626,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",73820,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",168781,"BILLED"
"NEW","FIN","RELEASE","CODE OK",60264,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-167059,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-259583,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",3727,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",163788,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-11635,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-50329,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-43448,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-43349,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-8512,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",5900,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-203344,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-163786,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",8615,"BILLED"
"NEW","FIN","RELEASE","CODE OK",152317,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-493890,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",104876,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",104876,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",104876,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",104876,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",51731,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-200613,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-480943,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-194373,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-524574,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-354699,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",144084,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-137238,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-290006,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",104897,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",104897,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-164527,"BILLED"
"NEW","FIN","RELEASE","CODE OK",35103,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",30997,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",104906,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",104907,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",104907,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-148650,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-186467,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",104928,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",104928,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",-138744,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE OK",-243845,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",1226,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",1226,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-22635,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137823,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",376779,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",382717,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137684,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-14298,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137413,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-136801,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",131634,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-194673,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",69993,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",307852,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",317980,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-319160,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137467,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-162117,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",219792,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",121337,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-897097,"BILLED"
"NEW","FIN","RELEASE","CODE OK",21650,"BILLED"
"NEW","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",0,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",40380,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",560363,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",560934,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",565579,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",532904,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-517103,"BILLED"
"STORNO","BILLED","STORNO","BILLED",9444,"STORNO"
"BILLED","STORNO","BILLED","STORNO",1239,"REJECT"
"STORNO","BILLED","STORNO","REJECT",3390,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-467343,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",8673,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",101474,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",530531,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",418916,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",27939,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",542423,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",532789,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-468184,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-524390,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-30665,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-39156,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-9097,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",542402,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-481654,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-481810,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-357484,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-365022,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-127641,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-132511,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",133810,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",137839,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-184157,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-115312,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-188459,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-29142,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-561697,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-42525,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",11106,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",3225,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-8530,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-26887,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",22079,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",531190,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",531394,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-555970,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-10790,"BILLED"
"NEW","FIN","RELEASE","CODE OK",379730,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",7672,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",492999,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-30300,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",34620,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-33180,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-15840,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-38940,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-38909,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-16267,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",75651,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",6968,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",557200,"REOPEN"
"BILLED","STORNO","REJECT","REOPEN",547798,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",540116,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-575346,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-130645,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",7051,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-142134,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-83075,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",44152,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-123396,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-266,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-38753,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137821,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-162638,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",68839,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",204031,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-115242,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-127529,"MANUAL"
"FIN","RELEASE","CODE OK","MANUAL",-128107,"RELEASE"
"RELEASE","CODE OK","MANUAL","RELEASE",-112389,"CODE OK"
"CODE OK","MANUAL","RELEASE","CODE OK",-212546,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",170815,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",29563,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",327048,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",323088,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137935,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137916,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",350081,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137785,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",349930,"BILLED"
"NEW","FIN","RELEASE","CODE OK",13852,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-35830,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137745,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-100257,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",133885,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-47631,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-178013,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-44863,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-129445,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",1066,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-70327,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",6742,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",666,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",220571,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",540653,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137783,"BILLED"
"NEW","FIN","RELEASE","CODE OK",169362,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-93541,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-93541,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-38966,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-40400,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-106418,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",148658,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-140337,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-141822,"BILLED"
"NEW","FIN","RELEASE","CODE OK",54295,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-17180,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",148935,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-94787,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-139756,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-8588,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-8587,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",92835,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",92997,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",137765,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",162688,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",98797,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-144012,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-101038,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-75801,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-36119,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-126697,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",69972,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",92481,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",50394,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-111469,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-47624,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-77010,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",-125874,"CODE NOK"
"FIN","RELEASE","CODE NOK","CODE NOK",-124581,"CODE NOK"
"RELEASE","CODE NOK","CODE NOK","CODE NOK",-126013,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK",-116136,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK",134565,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK",133277,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK",137578,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK",127648,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK",-146213,"REOPEN"
"CODE NOK","CODE NOK","CODE NOK","REOPEN",-146313,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",-170660,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-170756,"BILLED"
"NEW","FIN","RELEASE","CODE OK",146591,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-252447,"BILLED"
"NEW","FIN","RELEASE","CODE OK",308830,"BILLED"
"NEW","FIN","RELEASE","CODE OK",358547,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-294355,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",29887,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-147823,"BILLED"
"NEW","FIN","RELEASE","CODE OK",34388,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-166060,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-50554,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-119459,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",100709,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",96535,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-53408,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-224594,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",142052,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",218488,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-45268,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",209182,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-25880,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-26776,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",122284,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-76013,"STORNO"
"BILLED","STORNO","BILLED","STORNO",160627,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-231742,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-65158,"BILLED"
"NEW","FIN","RELEASE","CODE OK",308761,"BILLED"
"NEW","FIN","RELEASE","CODE OK",84321,"BILLED"
"NEW","FIN","RELEASE","CODE OK",347817,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",287633,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-194879,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-138594,"BILLED"
"NEW","FIN","RELEASE","CODE OK",148953,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",228203,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-176226,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-11519,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-11519,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-31527,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",377986,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137561,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK",115947,"CODE NOK"
"FIN","RELEASE","CODE NOK","CODE NOK",-160459,"SET STATUS"
"RELEASE","CODE NOK","CODE NOK","SET STATUS",-160500,"SET STATUS"
"CODE NOK","CODE NOK","SET STATUS","SET STATUS",-169300,"CODE NOK"
"CODE NOK","SET STATUS","SET STATUS","CODE NOK",-259887,"REOPEN"
"SET STATUS","SET STATUS","CODE NOK","REOPEN",14528,"FIN"
"SET STATUS","CODE NOK","REOPEN","FIN",15144,"RELEASE"
"CODE NOK","REOPEN","FIN","RELEASE",15238,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",131113,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",29781,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137547,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-387569,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-51754,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-127200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",72182,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",90738,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",72544,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",72772,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-172540,"BILLED"
"NEW","FIN","RELEASE","CODE OK",227963,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137009,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",247063,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",586474,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-407090,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-141839,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-178815,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-159284,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-81164,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-66764,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",34145,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",33905,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",4,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",6401,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-230280,"BILLED"
"NEW","FIN","RELEASE","CODE OK",209213,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137849,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",227092,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",99002,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",307741,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",132336,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137710,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137582,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-323195,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",80898,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-105773,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-144349,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-144724,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-85353,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",78908,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-79101,"BILLED"
"NEW","FIN","RELEASE","CODE OK",19837,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-114157,"RELEASE"
